지점,지점명,일시,합계 일사량(MJ/m2),위도,경도
257,양산시,Jun-24,578.6,35.30737,129.0201
257,양산시,Jul-24,496.53,35.30737,129.0201
257,양산시,Aug-24,620.82,35.30737,129.0201
257,양산시,Sep-24,452.31,35.30737,129.0201
257,양산시,Oct-24,345.43,35.30737,129.0201
257,양산시,Nov-24,288.01,35.30737,129.0201
258,보성군,Nov-23,340.13,34.76335,127.21226
258,보성군,Dec-23,265.33,34.76335,127.21226
258,보성군,Jan-24,311.39,34.76335,127.21226
258,보성군,Feb-24,275.18,34.76335,127.21226
258,보성군,Mar-24,482.73,34.76335,127.21226
258,보성군,Apr-24,494.12,34.76335,127.21226
258,보성군,May-24,726.84,34.76335,127.21226
258,보성군,Jun-24,594.65,34.76335,127.21226
258,보성군,Jul-24,502.58,34.76335,127.21226
258,보성군,Aug-24,703.18,34.76335,127.21226
258,보성군,Sep-24,532.67,34.76335,127.21226
258,보성군,Oct-24,391.6,34.76335,127.21226
258,보성군,Nov-24,315.32,34.76335,127.21226
259,강진군,Nov-23,271.75,34.64457,126.78408
259,강진군,Dec-23,211.8,34.64457,126.78408
259,강진군,Jan-24,282.71,34.64457,126.78408
259,강진군,Feb-24,254.08,34.64457,126.78408
259,강진군,Mar-24,462.78,34.64457,126.78408
259,강진군,Apr-24,498.41,34.64457,126.78408
259,강진군,May-24,686.83,34.64457,126.78408
259,강진군,Jun-24,568.19,34.64457,126.78408
259,강진군,Jul-24,456.83,34.64457,126.78408
259,강진군,Aug-24,654.58,34.64457,126.78408
259,강진군,Sep-24,501.33,34.64457,126.78408
259,강진군,Oct-24,324.19,34.64457,126.78408
259,강진군,Nov-24,291.36,34.64457,126.78408
261,해남,May-24,0.0,34.55375,126.56907
262,고흥,Mar-24,57.95,34.61826,127.27572
262,고흥,Apr-24,468.44,34.61826,127.27572
262,고흥,May-24,702.17,34.61826,127.27572
262,고흥,Jun-24,540.1,34.61826,127.27572
262,고흥,Jul-24,494.59,34.61826,127.27572
262,고흥,Aug-24,647.29,34.61826,127.27572
262,고흥,Sep-24,453.14,34.61826,127.27572
262,고흥,Oct-24,361.65,34.61826,127.27572
262,고흥,Nov-24,295.4,34.61826,127.27572
263,의령군,Nov-23,356.74,35.32258,128.28812
263,의령군,Dec-23,294.41,35.32258,128.28812
263,의령군,Jan-24,328.07,35.32258,128.28812
263,의령군,Feb-24,289.52,35.32258,128.28812
263,의령군,Mar-24,490.73,35.32258,128.28812
263,의령군,Apr-24,499.24,35.32258,128.28812
263,의령군,May-24,720.43,35.32258,128.28812
263,의령군,Jun-24,622.66,35.32258,128.28812
263,의령군,Jul-24,519.88,35.32258,128.28812
263,의령군,Aug-24,682.67,35.32258,128.28812
263,의령군,Sep-24,471.48,35.32258,128.28812
263,의령군,Oct-24,364.83,35.32258,128.28812
263,의령군,Nov-24,313.83,35.32258,128.28812
264,함양군,Nov-23,324.32,35.51138,127.74538
264,함양군,Dec-23,240.8,35.51138,127.74538
264,함양군,Jan-24,301.52,35.51138,127.74538
264,함양군,Feb-24,268.96,35.51138,127.74538
264,함양군,Mar-24,482.48,35.51138,127.74538
264,함양군,Apr-24,509.7,35.51138,127.74538
264,함양군,May-24,746.14,35.51138,127.74538
264,함양군,Jun-24,658.84,35.51138,127.74538
264,함양군,Jul-24,526.28,35.51138,127.74538
264,함양군,Aug-24,657.58,35.51138,127.74538
264,함양군,Sep-24,454.94,35.51138,127.74538
264,함양군,Oct-24,349.97,35.51138,127.74538
264,함양군,Nov-24,293.47,35.51138,127.74538
266,광양시,Nov-23,335.06,34.9434,127.6914
266,광양시,Dec-23,270.62,34.9434,127.6914
266,광양시,Jan-24,315.8,34.9434,127.6914
266,광양시,Feb-24,280.83,34.9434,127.6914
266,광양시,Mar-24,483.98,34.9434,127.6914
266,광양시,Apr-24,477.01,34.9434,127.6914
266,광양시,May-24,712.45,34.9434,127.6914
266,광양시,Jun-24,571.45,34.9434,127.6914
266,광양시,Jul-24,489.13,34.9434,127.6914
266,광양시,Aug-24,648.08,34.9434,127.6914
266,광양시,Sep-24,499.18,34.9434,127.6914
266,광양시,Oct-24,367.43,34.9434,127.6914
266,광양시,Nov-24,291.14,34.9434,127.6914
276,청송군,Nov-23,342.42,36.4351,129.04005
276,청송군,Dec-23,271.77,36.4351,129.04005
276,청송군,Jan-24,303.46,36.4351,129.04005
276,청송군,Feb-24,253.83,36.4351,129.04005
276,청송군,Mar-24,481.84,36.4351,129.04005
276,청송군,Apr-24,534.23,36.4351,129.04005
276,청송군,May-24,744.17,36.4351,129.04005
276,청송군,Jun-24,662.37,36.4351,129.04005
276,청송군,Jul-24,519.63,36.4351,129.04005
276,청송군,Aug-24,630.1,36.4351,129.04005
276,청송군,Sep-24,451.39,36.4351,129.04005
276,청송군,Oct-24,324.75,36.4351,129.04005
276,청송군,Nov-24,279.68,36.4351,129.04005
283,경주시,Nov-23,351.03,35.8174,129.2009
283,경주시,Dec-23,276.29,35.8174,129.2009
283,경주시,Jan-24,313.39,35.8174,129.2009
283,경주시,Feb-24,243.19,35.8174,129.2009
283,경주시,Mar-24,477.35,35.8174,129.2009
283,경주시,Apr-24,496.79,35.8174,129.2009
283,경주시,May-24,698.03,35.8174,129.2009
283,경주시,Jun-24,634.4,35.8174,129.2009
283,경주시,Jul-24,558.28,35.8174,129.2009
283,경주시,Aug-24,634.75,35.8174,129.2009
283,경주시,Sep-24,414.83,35.8174,129.2009
283,경주시,Oct-24,330.81,35.8174,129.2009
283,경주시,Nov-24,283.35,35.8174,129.2009
296,북부산,Nov-23,235.85,35.21778,128.96024
296,북부산,Dec-23,151.1,35.21778,128.96024
296,북부산,Jan-24,297.57,35.21778,128.96024
296,북부산,Feb-24,230.4,35.21778,128.96024
296,북부산,Mar-24,490.27,35.21778,128.96024
296,북부산,Apr-24,508.06,35.21778,128.96024
296,북부산,May-24,728.51,35.21778,128.96024
296,북부산,Jun-24,581.32,35.21778,128.96024
296,북부산,Jul-24,516.67,35.21778,128.96024
296,북부산,Aug-24,639.9,35.21778,128.96024
296,북부산,Sep-24,469.75,35.21778,128.96024
296,북부산,Oct-24,347.38,35.21778,128.96024
296,북부산,Nov-24,304.38,35.21778,128.96024
