거래시간,지역, 태양광 발전량(MWh) 
18,대전시,0.64
19,대전시,0.39
20,대전시,0.07
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.05
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,2.23
8,광주시,7.6
9,광주시,15.14
10,광주시,21.67
11,광주시,18.27
12,광주시,27.07
13,광주시,31.34
14,광주시,29.56
15,광주시,25.77
16,광주시,15.73
17,광주시,13.38
18,광주시,10.37
19,광주시,5.42
20,광주시,2.42
21,광주시,1.92
22,광주시,1.07
23,광주시,0.53
24,광주시,0.18
1,대구시,   
2,대구시,   
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0.01
7,대구시,1.68
8,대구시,6.29
9,대구시,10.8
10,대구시,15.7
11,대구시,13.22
12,대구시,18.04
13,대구시,19.44
14,대구시,18.05
15,대구시,15.99
16,대구시,15.67
17,대구시,8.51
18,대구시,7.12
19,대구시,2.92
20,대구시,3.91
21,대구시,3.17
22,대구시,2.04
23,대구시,0.07
24,대구시,0
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,0
7,세종시,0.63
8,세종시,2.03
9,세종시,3.69
10,세종시,3.93
11,세종시,5.06
12,세종시,7.54
13,세종시,11.45
14,세종시,11.04
15,세종시,8.28
16,세종시,7.34
17,세종시,5.06
18,세종시,3.29
19,세종시,1.73
20,세종시,0.13
21,세종시,   
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0.07
7,울산시,1.24
8,울산시,4.28
9,울산시,7.33
10,울산시,13.02
11,울산시,16.49
12,울산시,15.81
13,울산시,14.09
14,울산시,15.48
15,울산시,16.12
16,울산시,12.98
17,울산시,7.2
18,울산시,4.18
19,울산시,1.48
20,울산시,0.28
21,울산시,0.21
22,울산시,0.19
23,울산시,0.15
24,울산시,   
1,부산시,   
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0.02
7,부산시,2.23
8,부산시,7.32
9,부산시,19.52
10,부산시,29.29
11,부산시,30.42
12,부산시,31.25
13,부산시,24.67
14,부산시,22.48
15,부산시,29.27
16,부산시,22.99
17,부산시,10.95
18,부산시,11.92
19,부산시,5.56
20,부산시,2.1
21,부산시,1.42
22,부산시,0.38
23,부산시,0.19
24,부산시,0.19
1,경기도,0
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,0
7,경기도,1.16
8,경기도,3.29
9,경기도,5.95
10,경기도,18.12
11,경기도,18.09
12,경기도,21.37
13,경기도,30.17
14,경기도,33.85
15,경기도,33.83
16,경기도,35.32
17,경기도,37.44
18,경기도,27.97
19,경기도,17.39
20,경기도,8.1
21,경기도,4.84
22,경기도,1.75
23,경기도,0.07
24,경기도,   
1,강원도,0.02
2,강원도,0.02
3,강원도,0.01
4,강원도,   
5,강원도,   
6,강원도,0
7,강원도,2.08
8,강원도,9.16
9,강원도,9.19
10,강원도,13.06
11,강원도,19.52
12,강원도,23.66
13,강원도,29.06
14,강원도,30.88
15,강원도,20.38
16,강원도,19.64
17,강원도,36.89
18,강원도,23.91
19,강원도,20.64
20,강원도,5.3
21,강원도,2.93
22,강원도,0.76
23,강원도,1.03
24,강원도,0.59
1,경상남도,1.17
2,경상남도,0.95
3,경상남도,0.6
4,경상남도,0.43
5,경상남도,0.02
6,경상남도,0.06
7,경상남도,7.78
8,경상남도,32.46
9,경상남도,56.02
10,경상남도,74.67
11,경상남도,73.88
12,경상남도,74.99
13,경상남도,60.4
14,경상남도,54.2
15,경상남도,41.31
16,경상남도,32.99
17,경상남도,37.48
18,경상남도,29.03
19,경상남도,22.53
20,경상남도,16.36
21,경상남도,7.55
22,경상남도,2.91
23,경상남도,1.6
24,경상남도,0.68
1,경상북도,1.49
2,경상북도,0.63
3,경상북도,0.39
4,경상북도,0.02
5,경상북도,0.01
6,경상북도,0.23
7,경상북도,14.15
8,경상북도,58.85
9,경상북도,105.88
10,경상북도,146.27
11,경상북도,151.56
12,경상북도,133.75
13,경상북도,95.36
14,경상북도,55.9
15,경상북도,35.85
16,경상북도,38.98
17,경상북도,60.05
18,경상북도,47.74
19,경상북도,43.35
20,경상북도,47
21,경상북도,33.48
22,경상북도,12.14
23,경상북도,4.89
24,경상북도,0.73
1,전라남도,1.26
2,전라남도,1.23
3,전라남도,1.41
4,전라남도,1.1
5,전라남도,0.35
6,전라남도,0.33
7,전라남도,23.28
8,전라남도,119.51
9,전라남도,188.54
10,전라남도,316.68
11,전라남도,168.54
12,전라남도,221.58
13,전라남도,280.57
14,전라남도,244.43
15,전라남도,248.67
16,전라남도,432
17,전라남도,420.94
18,전라남도,479.93
19,전라남도,431.66
20,전라남도,459.9
21,전라남도,274.65
22,전라남도,114.08
23,전라남도,12.22
24,전라남도,3.49
1,전라북도,0.68
2,전라북도,0.57
3,전라북도,0.55
4,전라북도,0.07
5,전라북도,0.05
6,전라북도,0.07
7,전라북도,7.5
8,전라북도,21.2
9,전라북도,52.27
10,전라북도,67.59
11,전라북도,45.5
12,전라북도,53.24
13,전라북도,61.42
14,전라북도,71.66
15,전라북도,72.88
16,전라북도,83.54
17,전라북도,106.35
18,전라북도,74.8
19,전라북도,55.61
20,전라북도,40.77
21,전라북도,13.41
22,전라북도,2.42
23,전라북도,0.42
24,전라북도,0.17
1,충청남도,0.05
2,충청남도,0.02
3,충청남도,0.01
4,충청남도,0
5,충청남도,0.01
6,충청남도,0.01
7,충청남도,3.88
8,충청남도,22.81
9,충청남도,73.51
10,충청남도,128.88
11,충청남도,140.85
12,충청남도,169.11
13,충청남도,198.83
14,충청남도,205.35
15,충청남도,200.77
16,충청남도,193.48
17,충청남도,212.28
18,충청남도,173.79
19,충청남도,115.61
20,충청남도,75.63
21,충청남도,50.04
22,충청남도,24.41
23,충청남도,4.82
24,충청남도,0.91
1,충청북도,2
2,충청북도,1.05
3,충청북도,0.3
4,충청북도,0.02
5,충청북도,0.02
6,충청북도,0.04
7,충청북도,3.75
8,충청북도,15.47
9,충청북도,21.08
10,충청북도,37.41
11,충청북도,35.79
12,충청북도,24.28
13,충청북도,8.92
14,충청북도,9.6
15,충청북도,14.15
16,충청북도,26.83
17,충청북도,42.32
18,충청북도,46.37
19,충청북도,26.62
20,충청북도,11.9
21,충청북도,3.08
22,충청북도,0.76
23,충청북도,0.11
24,충청북도,0.03
1,제주도,0.02
2,제주도,0.16
3,제주도,0.3
4,제주도,0
5,제주도,0
6,제주도,0.01
7,제주도,4.01
8,제주도,18.82
9,제주도,41.93
10,제주도,56.74
11,제주도,33.23
12,제주도,53.8
13,제주도,76.41
14,제주도,82.48
15,제주도,70.61
16,제주도,58.36
17,제주도,41.15
18,제주도,24.88
19,제주도,11.6
20,제주도,7.63
21,제주도,5.06
22,제주도,1.95
23,제주도,0.21
24,제주도,0.04
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,0.01
8,서울시,0.02
9,서울시,0.35
10,서울시,0.55
11,서울시,0.82
12,서울시,1.25
13,서울시,1.83
14,서울시,2.78
15,서울시,2.61
16,서울시,4.65
17,서울시,1.99
18,서울시,1.6
19,서울시,0.78
20,서울시,0.07
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,   
3,인천시,0
4,인천시,   
5,인천시,   
6,인천시,   
7,인천시,0
8,인천시,0.39
9,인천시,1.79
10,인천시,2
11,인천시,3.17
12,인천시,4.34
13,인천시,4.25
14,인천시,5.53
15,인천시,9.28
16,인천시,12.25
17,인천시,14.63
18,인천시,8.96
19,인천시,4.39
20,인천시,0.4
21,인천시,   
22,인천시,   
23,인천시,   
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0.12
8,대전시,0.55
9,대전시,1.51
10,대전시,3.27
11,대전시,4.64
12,대전시,0.47
13,대전시,0.52
14,대전시,1.13
15,대전시,1.08
16,대전시,2.26
17,대전시,2.34
18,대전시,1.97
19,대전시,0.85
20,대전시,0.05
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.05
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,0
7,광주시,0.8
8,광주시,5.11
9,광주시,11.49
10,광주시,7.5
11,광주시,7.96
12,광주시,15.76
13,광주시,23.48
14,광주시,15.58
15,광주시,22.71
16,광주시,22.87
17,광주시,17.62
18,광주시,10.38
19,광주시,5.37
20,광주시,2.18
21,광주시,1.81
22,광주시,0.86
23,광주시,0.24
24,광주시,0.18
1,대구시,0
2,대구시,0
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,1.68
8,대구시,4.62
9,대구시,9.9
10,대구시,13.97
11,대구시,15.06
12,대구시,8.69
13,대구시,6.35
14,대구시,7.09
15,대구시,5.39
16,대구시,5.24
17,대구시,4.74
18,대구시,4.22
19,대구시,2.32
20,대구시,2.75
21,대구시,1.71
22,대구시,0.99
23,대구시,0.07
24,대구시,   
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.32
8,세종시,1.06
9,세종시,2.45
10,세종시,6.26
11,세종시,5.45
12,세종시,1.58
13,세종시,2.69
14,세종시,4.23
15,세종시,4.09
16,세종시,6.72
17,세종시,4.9
18,세종시,4.37
19,세종시,1.63
20,세종시,0.1
21,세종시,   
22,세종시,   
23,세종시,   
24,세종시,   
1,울산시,   
2,울산시,   
3,울산시,   
4,울산시,   
5,울산시,   
6,울산시,0.11
7,울산시,1.79
8,울산시,4.98
9,울산시,8.85
10,울산시,12.89
11,울산시,15.98
12,울산시,16.09
13,울산시,17.17
14,울산시,14.81
15,울산시,10.9
16,울산시,7.67
17,울산시,3.69
18,울산시,2.05
19,울산시,0.92
20,울산시,0.27
21,울산시,0.21
22,울산시,0.19
23,울산시,0.18
24,울산시,   
1,부산시,0.03
2,부산시,   
3,부산시,   
4,부산시,   
5,부산시,   
6,부산시,0.01
7,부산시,1.48
8,부산시,6.62
9,부산시,13.97
10,부산시,16.79
11,부산시,22.18
12,부산시,34.78
13,부산시,31.56
14,부산시,28.13
15,부산시,21.66
16,부산시,13.21
17,부산시,10.47
18,부산시,10.03
19,부산시,4.43
20,부산시,2.05
21,부산시,1.53
22,부산시,0.19
23,부산시,0.19
24,부산시,0.19
1,경기도,   
2,경기도,   
3,경기도,   
4,경기도,   
5,경기도,   
6,경기도,   
7,경기도,0.02
8,경기도,0.25
9,경기도,2.43
10,경기도,6.16
11,경기도,14.19
12,경기도,21.98
13,경기도,25.87
14,경기도,38.95
15,경기도,49.37
16,경기도,50.97
17,경기도,49.64
18,경기도,35.98
19,경기도,18.87
20,경기도,6.63
21,경기도,4.87
22,경기도,2.86
23,경기도,0.32
24,경기도,0.07
1,강원도,   
2,강원도,   
3,강원도,   
4,강원도,   
5,강원도,   
6,강원도,0
7,강원도,0
8,강원도,0.18
9,강원도,1.13
10,강원도,6.58
11,강원도,14.45
12,강원도,22.44
13,강원도,31.4
14,강원도,36.22
15,강원도,36.77
16,강원도,39.79
17,강원도,58.43
18,강원도,36.49
19,강원도,29.3
20,강원도,7.66
21,강원도,2.37
22,강원도,0.39
23,강원도,   
24,강원도,0
1,경상남도,0.7
2,경상남도,0.59
3,경상남도,0.13
4,경상남도,   
5,경상남도,   
6,경상남도,0
7,경상남도,1.18
8,경상남도,7.97
9,경상남도,25.66
10,경상남도,25.31
11,경상남도,20.94
12,경상남도,18.14
13,경상남도,19.5
14,경상남도,27.35
15,경상남도,30.89
16,경상남도,25.8
17,경상남도,21.79
18,경상남도,22.16
19,경상남도,11.75
20,경상남도,6.77
21,경상남도,0.93
22,경상남도,0.29
23,경상남도,0.39
24,경상남도,0.01
1,경상북도,0.34
2,경상북도,0.11
3,경상북도,0.01
4,경상북도,0.01
5,경상북도,0.01
6,경상북도,0.03
7,경상북도,1.89
8,경상북도,10.97
9,경상북도,26.81
10,경상북도,39.66
11,경상북도,36.13
12,경상북도,35.12
13,경상북도,47.07
14,경상북도,69.72
15,경상북도,71.71
16,경상북도,70.71
17,경상북도,78.85
18,경상북도,45.02
19,경상북도,26.76
20,경상북도,31.11
21,경상북도,15.42
22,경상북도,4.82
23,경상북도,1.19
24,경상북도,0.31
1,전라남도,1.41
2,전라남도,1.3
3,전라남도,1.26
4,전라남도,0.74
5,전라남도,0
6,전라남도,0.02
7,전라남도,3.66
8,전라남도,23.79
9,전라남도,48.07
10,전라남도,63.53
11,전라남도,63.89
12,전라남도,65.88
13,전라남도,73.06
14,전라남도,80.53
15,전라남도,92.51
16,전라남도,91.54
17,전라남도,137.37
18,전라남도,268.34
19,전라남도,91.96
20,전라남도,94.11
21,전라남도,4.6
22,전라남도,0.52
23,전라남도,0.3
24,전라남도,0.18
1,전라북도,0.05
2,전라북도,0.17
3,전라북도,0.29
4,전라북도,   
5,전라북도,   
6,전라북도,0
7,전라북도,0.14
8,전라북도,3.62
9,전라북도,11.57
10,전라북도,16.57
11,전라북도,17.64
12,전라북도,23.77
13,전라북도,21.75
14,전라북도,25.38
15,전라북도,24.23
16,전라북도,21.16
17,전라북도,25.31
18,전라북도,31.09
19,전라북도,21.91
20,전라북도,21.16
21,전라북도,4.28
22,전라북도,0.8
23,전라북도,0.29
24,전라북도,0.11
1,충청남도,0.02
2,충청남도,0.01
3,충청남도,0.01
4,충청남도,0
5,충청남도,0
6,충청남도,0.02
7,충청남도,0.07
8,충청남도,2.59
9,충청남도,13.76
10,충청남도,31.56
11,충청남도,53.42
12,충청남도,67.59
13,충청남도,85.03
14,충청남도,105.18
15,충청남도,135.81
16,충청남도,153.27
17,충청남도,151.93
18,충청남도,131.81
19,충청남도,72.26
20,충청남도,41.66
21,충청남도,17.91
22,충청남도,5.66
23,충청남도,1.5
24,충청남도,0.06
1,충청북도,0.01
2,충청북도,0
3,충청북도,   
4,충청북도,   
5,충청북도,   
6,충청북도,   
7,충청북도,0.08
8,충청북도,0.98
9,충청북도,3.49
10,충청북도,7.46
11,충청북도,8.54
12,충청북도,10.44
13,충청북도,17.45
14,충청북도,10.96
15,충청북도,10
16,충청북도,10.46
17,충청북도,14.78
18,충청북도,19.38
19,충청북도,12.15
20,충청북도,5.84
21,충청북도,0.7
22,충청북도,0.12
23,충청북도,0.04
24,충청북도,0.01
1,제주도,0
2,제주도,0
3,제주도,0
4,제주도,0
5,제주도,0
6,제주도,0
7,제주도,1.35
8,제주도,6.22
9,제주도,11.53
10,제주도,18.12
11,제주도,20.57
12,제주도,24.18
13,제주도,44.66
14,제주도,47.95
15,제주도,57.52
16,제주도,36.18
17,제주도,26.82
18,제주도,18.54
19,제주도,9.69
20,제주도,6
21,제주도,2.51
22,제주도,0.33
23,제주도,0.07
24,제주도,0
1,서울시,   
2,서울시,   
3,서울시,   
4,서울시,   
5,서울시,   
6,서울시,   
7,서울시,   
8,서울시,0
9,서울시,0.15
10,서울시,0.58
11,서울시,0.7
12,서울시,2.17
13,서울시,4.28
14,서울시,4.43
15,서울시,3.66
16,서울시,2.97
17,서울시,3.5
18,서울시,2.02
19,서울시,0.52
20,서울시,0.02
21,서울시,   
22,서울시,   
23,서울시,   
24,서울시,   
1,인천시,   
2,인천시,0
3,인천시,   
4,인천시,   
5,인천시,   
6,인천시,   
7,인천시,0
8,인천시,0.1
9,인천시,0.68
10,인천시,1.46
11,인천시,1.96
12,인천시,8
13,인천시,6.72
14,인천시,6.82
15,인천시,9.14
16,인천시,9.4
17,인천시,14.77
18,인천시,12.25
19,인천시,4.57
20,인천시,0.96
21,인천시,   
22,인천시,   
23,인천시,0
24,인천시,   
1,대전시,   
2,대전시,   
3,대전시,   
4,대전시,   
5,대전시,   
6,대전시,   
7,대전시,0
8,대전시,0.07
9,대전시,0.38
10,대전시,0.43
11,대전시,0.65
12,대전시,0.64
13,대전시,0.83
14,대전시,1.58
15,대전시,1.18
16,대전시,1.76
17,대전시,1.73
18,대전시,0.39
19,대전시,0.03
20,대전시,0
21,대전시,   
22,대전시,   
23,대전시,   
24,대전시,   
1,광주시,0.18
2,광주시,0.03
3,광주시,0
4,광주시,   
5,광주시,   
6,광주시,   
7,광주시,0.18
8,광주시,0.41
9,광주시,0.29
10,광주시,0.49
11,광주시,2.69
12,광주시,4.04
13,광주시,7.48
14,광주시,3.19
15,광주시,3.83
16,광주시,2.52
17,광주시,2.94
18,광주시,1.69
19,광주시,0.92
20,광주시,0.15
21,광주시,0.21
22,광주시,0.18
23,광주시,0.02
24,광주시,   
1,대구시,   
2,대구시,   
3,대구시,   
4,대구시,   
5,대구시,   
6,대구시,0
7,대구시,0.4
8,대구시,1.75
9,대구시,3.79
10,대구시,4.76
11,대구시,1.58
12,대구시,0.97
13,대구시,3.65
14,대구시,7.84
15,대구시,6.34
16,대구시,6.35
17,대구시,5.46
18,대구시,6
19,대구시,0.94
20,대구시,1.93
21,대구시,0.75
22,대구시,0.04
23,대구시,0
24,대구시,   
1,세종시,   
2,세종시,   
3,세종시,   
4,세종시,   
5,세종시,   
6,세종시,   
7,세종시,0.01
8,세종시,0.09
9,세종시,0.28
10,세종시,0.99
11,세종시,2.05
12,세종시,1.71
13,세종시,2.78
14,세종시,1.4
15,세종시,1.22
16,세종시,1.2
17,세종시,1.57
18,세종시,1.86
19,세종시,0.87
20,세종시,0.04
21,세종시,   
22,세종시,   
