지점,지점명,일시,합계 일사량(MJ/m2),위도,경도
252,영광군,24-11,289.52,35.28366,126.47784
253,김해시,23-11,334.77,35.22981,128.89075
253,김해시,23-12,270.49,35.22981,128.89075
253,김해시,24-1,314.89,35.22981,128.89075
253,김해시,24-2,261.94,35.22981,128.89075
253,김해시,24-3,468.45,35.22981,128.89075
253,김해시,24-4,486.81,35.22981,128.89075
253,김해시,24-5,702.43,35.22981,128.89075
253,김해시,24-6,561.95,35.22981,128.89075
253,김해시,24-7,488.66,35.22981,128.89075
253,김해시,24-8,620.25,35.22981,128.89075
253,김해시,24-9,448.68,35.22981,128.89075
253,김해시,24-10,326.77,35.22981,128.89075
253,김해시,24-11,266.87,35.22981,128.89075
254,순창군,23-11,301.8,35.37131,127.1286
254,순창군,23-12,224.51,35.37131,127.1286
254,순창군,24-1,284.2,35.37131,127.1286
254,순창군,24-2,263.2,35.37131,127.1286
254,순창군,24-3,470.63,35.37131,127.1286
254,순창군,24-4,515.2,35.37131,127.1286
254,순창군,24-5,728.5,35.37131,127.1286
254,순창군,24-6,603,35.37131,127.1286
254,순창군,24-7,483.26,35.37131,127.1286
254,순창군,24-8,654.37,35.37131,127.1286
254,순창군,24-9,513.02,35.37131,127.1286
254,순창군,24-10,366.19,35.37131,127.1286
254,순창군,24-11,293.83,35.37131,127.1286
255,북창원,23-11,324.89,35.22655,128.6726
255,북창원,23-12,259.59,35.22655,128.6726
255,북창원,24-1,306.99,35.22655,128.6726
255,북창원,24-2,265.31,35.22655,128.6726
255,북창원,24-3,461.62,35.22655,128.6726
255,북창원,24-4,475.91,35.22655,128.6726
255,북창원,24-5,703.11,35.22655,128.6726
255,북창원,24-6,540.5,35.22655,128.6726
255,북창원,24-7,508.75,35.22655,128.6726
255,북창원,24-8,584.22,35.22655,128.6726
255,북창원,24-9,434.73,35.22655,128.6726
255,북창원,24-10,351.45,35.22655,128.6726
255,북창원,24-11,283.41,35.22655,128.6726
257,양산시,23-11,335.28,35.30737,129.0201
257,양산시,23-12,266.74,35.30737,129.0201
257,양산시,24-1,315.34,35.30737,129.0201
257,양산시,24-2,263.68,35.30737,129.0201
257,양산시,24-3,473.23,35.30737,129.0201
257,양산시,24-4,501.9,35.30737,129.0201
257,양산시,24-5,705.42,35.30737,129.0201
257,양산시,24-6,578.6,35.30737,129.0201
257,양산시,24-7,496.53,35.30737,129.0201
257,양산시,24-8,620.82,35.30737,129.0201
257,양산시,24-9,452.31,35.30737,129.0201
257,양산시,24-10,345.43,35.30737,129.0201
257,양산시,24-11,288.01,35.30737,129.0201
258,보성군,23-11,340.13,34.76335,127.21226
258,보성군,23-12,265.33,34.76335,127.21226
258,보성군,24-1,311.39,34.76335,127.21226
258,보성군,24-2,275.18,34.76335,127.21226
258,보성군,24-3,482.73,34.76335,127.21226
258,보성군,24-4,494.12,34.76335,127.21226
258,보성군,24-5,726.84,34.76335,127.21226
258,보성군,24-6,594.65,34.76335,127.21226
258,보성군,24-7,502.58,34.76335,127.21226
258,보성군,24-8,703.18,34.76335,127.21226
258,보성군,24-9,532.67,34.76335,127.21226
258,보성군,24-10,391.6,34.76335,127.21226
258,보성군,24-11,315.32,34.76335,127.21226
259,강진군,23-11,271.75,34.64457,126.78408
259,강진군,23-12,211.8,34.64457,126.78408
259,강진군,24-1,282.71,34.64457,126.78408
259,강진군,24-2,254.08,34.64457,126.78408
259,강진군,24-3,462.78,34.64457,126.78408
259,강진군,24-4,498.41,34.64457,126.78408
259,강진군,24-5,686.83,34.64457,126.78408
259,강진군,24-6,568.19,34.64457,126.78408
259,강진군,24-7,456.83,34.64457,126.78408
259,강진군,24-8,654.58,34.64457,126.78408
259,강진군,24-9,501.33,34.64457,126.78408
259,강진군,24-10,324.19,34.64457,126.78408
259,강진군,24-11,291.36,34.64457,126.78408
261,해남,24-5,0,34.55375,126.56907
262,고흥,24-3,57.95,34.61826,127.27572
262,고흥,24-4,468.44,34.61826,127.27572
262,고흥,24-5,702.17,34.61826,127.27572
262,고흥,24-6,540.1,34.61826,127.27572
262,고흥,24-7,494.59,34.61826,127.27572
262,고흥,24-8,647.29,34.61826,127.27572
262,고흥,24-9,453.14,34.61826,127.27572
262,고흥,24-10,361.65,34.61826,127.27572
262,고흥,24-11,295.4,34.61826,127.27572
263,의령군,23-11,356.74,35.32258,128.28812
263,의령군,23-12,294.41,35.32258,128.28812
263,의령군,24-1,328.07,35.32258,128.28812
263,의령군,24-2,289.52,35.32258,128.28812
263,의령군,24-3,490.73,35.32258,128.28812
263,의령군,24-4,499.24,35.32258,128.28812
263,의령군,24-5,720.43,35.32258,128.28812
263,의령군,24-6,622.66,35.32258,128.28812
263,의령군,24-7,519.88,35.32258,128.28812
263,의령군,24-8,682.67,35.32258,128.28812
263,의령군,24-9,471.48,35.32258,128.28812
263,의령군,24-10,364.83,35.32258,128.28812
263,의령군,24-11,313.83,35.32258,128.28812
264,함양군,23-11,324.32,35.51138,127.74538
264,함양군,23-12,240.8,35.51138,127.74538
264,함양군,24-1,301.52,35.51138,127.74538
264,함양군,24-2,268.96,35.51138,127.74538
264,함양군,24-3,482.48,35.51138,127.74538
264,함양군,24-4,509.7,35.51138,127.74538
264,함양군,24-5,746.14,35.51138,127.74538
264,함양군,24-6,658.84,35.51138,127.74538
264,함양군,24-7,526.28,35.51138,127.74538
264,함양군,24-8,657.58,35.51138,127.74538
264,함양군,24-9,454.94,35.51138,127.74538
264,함양군,24-10,349.97,35.51138,127.74538
264,함양군,24-11,293.47,35.51138,127.74538
266,광양시,23-11,335.06,34.9434,127.6914
266,광양시,23-12,270.62,34.9434,127.6914
266,광양시,24-1,315.8,34.9434,127.6914
266,광양시,24-2,280.83,34.9434,127.6914
266,광양시,24-3,483.98,34.9434,127.6914
266,광양시,24-4,477.01,34.9434,127.6914
266,광양시,24-5,712.45,34.9434,127.6914
266,광양시,24-6,571.45,34.9434,127.6914
266,광양시,24-7,489.13,34.9434,127.6914
266,광양시,24-8,648.08,34.9434,127.6914
266,광양시,24-9,499.18,34.9434,127.6914
266,광양시,24-10,367.43,34.9434,127.6914
266,광양시,24-11,291.14,34.9434,127.6914
276,청송군,23-11,342.42,36.4351,129.04005
276,청송군,23-12,271.77,36.4351,129.04005
276,청송군,24-1,303.46,36.4351,129.04005
276,청송군,24-2,253.83,36.4351,129.04005
276,청송군,24-3,481.84,36.4351,129.04005
276,청송군,24-4,534.23,36.4351,129.04005
276,청송군,24-5,744.17,36.4351,129.04005
276,청송군,24-6,662.37,36.4351,129.04005
276,청송군,24-7,519.63,36.4351,129.04005
276,청송군,24-8,630.1,36.4351,129.04005
276,청송군,24-9,451.39,36.4351,129.04005
276,청송군,24-10,324.75,36.4351,129.04005
276,청송군,24-11,279.68,36.4351,129.04005
283,경주시,23-11,351.03,35.8174,129.2009
283,경주시,23-12,276.29,35.8174,129.2009
283,경주시,24-1,313.39,35.8174,129.2009
283,경주시,24-2,243.19,35.8174,129.2009
283,경주시,24-3,477.35,35.8174,129.2009
283,경주시,24-4,496.79,35.8174,129.2009
283,경주시,24-5,698.03,35.8174,129.2009
283,경주시,24-6,634.4,35.8174,129.2009
283,경주시,24-7,558.28,35.8174,129.2009
283,경주시,24-8,634.75,35.8174,129.2009
283,경주시,24-9,414.83,35.8174,129.2009
283,경주시,24-10,330.81,35.8174,129.2009
283,경주시,24-11,283.35,35.8174,129.2009
296,북부산,23-11,235.85,35.21778,128.96024
296,북부산,23-12,151.1,35.21778,128.96024
296,북부산,24-1,297.57,35.21778,128.96024
296,북부산,24-2,230.4,35.21778,128.96024
296,북부산,24-3,490.27,35.21778,128.96024
296,북부산,24-4,508.06,35.21778,128.96024
296,북부산,24-5,728.51,35.21778,128.96024
296,북부산,24-6,581.32,35.21778,128.96024
296,북부산,24-7,516.67,35.21778,128.96024
296,북부산,24-8,639.9,35.21778,128.96024
296,북부산,24-9,469.75,35.21778,128.96024
296,북부산,24-10,347.38,35.21778,128.96024
296,북부산,24-11,304.38,35.21778,128.96024
